Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.101-192.168.56.102-80-33688-6,192.168.56.102,33688,192.168.56.101,80,6,04/02/2026 04:28:54 pm,44342033,47,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7365013462508585,583447.802631579,944274.1685624294,3642300.0,6.0,43606995.0,947978.1521739132,1080234.1062899893,3642300.0,54.0,44307233.0,1527835.620689655,1412244.6255380984,5932429.0,179.0,0,0,0,0,940,716,1.0599423801790957,0.6765589660717631,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47,0,30,0,-1,8192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-417-6,192.168.56.102,417,192.168.56.101,80,6,04/02/2026 04:28:54 pm,45607128,49,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.710258975307544,592300.3636363639,893434.8250494727,4846455.0,6.0,45542752.0,948807.3333333334,973877.3020427016,4846455.0,63.0,45604138.0,1628719.2142857143,1288041.1578779835,6191849.0,62.0,0,0,0,0,980,692,1.0743934588470467,0.635865516460497,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,49,0,29,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-31334-6,192.168.56.102,31334,192.168.56.101,80,6,04/02/2026 04:16:28 pm,67880599,56,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311125731226974,771370.4431818181,1407164.9621782156,8015314.0,43.0,66900223.0,1216367.690909091,1627440.309382997,8015314.0,135.0,67786067.0,2118314.5937500005,1768162.462321646,8059273.0,1633.0,0,0,0,0,1120,788,0.8249779881877589,0.486147743039215,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,0,33,0,-1,65535,0,0,17615972.5,5280998.0039137015,21350202.0,13881743.0,7065223.5,1343630.870581835,8015314.0,6115133.0,DoS Attack
192.168.56.101-192.168.56.102-53-26655-17,192.168.56.102,26655,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44795616,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183151494110495,861454.1538461539,15812.06731704024,886311.0,759874.0,43933950.0,861449.9999999998,15969.376541368169,886311.0,759874.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1608278810140706,0.0223236130964244,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-2437-6,192.168.56.102,2437,192.168.56.101,80,6,04/02/2026 03:49:12 pm,78023969,66,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4098231788234203,715816.2293577985,1054329.9329731993,5943212.0,5.0,77925275.0,1198850.384615385,1269975.890274345,5943212.0,59.0,78023826.0,1814507.581395349,1425030.0878539244,6032798.0,1063.0,0,0,0,0,1320,1052,0.8458939072940522,0.5639292715293681,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,66,0,44,0,-1,8192,0,0,16157967.0,0.0,16157967.0,16157967.0,5943212.0,0.0,5943212.0,5943212.0,DoS Attack
192.168.56.101-192.168.56.102-53-21507-17,192.168.56.102,21507,192.168.56.101,53,17,04/02/2026 04:36:18 pm,58011098,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189427581598266,853104.3823529413,28008.35252553973,879993.0,729232.0,57251187.0,854495.3283582089,25744.875886979957,879993.0,729232.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,544,8,1.1721895007055374,0.0172380808927284,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,68,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-27970-17,192.168.56.102,27970,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44795629,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831511507517842,861454.403846154,16010.644624883107,886227.0,759793.0,43933831.0,861447.6666666669,16169.884002882216,886227.0,759793.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.160827544133826,0.0223236066179581,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-63540-17,192.168.56.102,63540,192.168.56.101,53,17,04/02/2026 04:32:59 pm,43932279,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1836399381875908,861417.2352941177,15445.451639350964,887325.0,764855.0,43066252.0,861325.04,15588.080145117696,887325.0,764855.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,408,8,1.1608776316839835,0.0227623065036075,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,51,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-10769-6,192.168.56.102,10769,192.168.56.101,80,6,04/02/2026 04:28:53 pm,44326858,39,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443819907109139,703600.9206349208,1091154.1007257807,4468946.0,12.0,43172366.0,1136114.894736842,1284915.5630289863,4468946.0,55.0,44211275.0,1842136.458333333,1441385.6256231207,6053150.0,238.0,0,0,0,0,780,596,0.8798277558946316,0.5639921512145074,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,39,0,25,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-21075-17,192.168.56.102,21075,192.168.56.101,53,17,04/02/2026 04:32:59 pm,44796095,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183138842794221,861463.3653846154,14331.174010210574,884493.0,771293.0,43933582.0,861442.7843137254,14473.000130330583,884493.0,771293.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1608154684018774,0.0223233743923437,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
